"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","MEGAHIT-MetaBAT2-ERR2143759.7","MEGAHIT-MetaBAT2-ERR2143760.4","SPAdes-MetaBAT2-ERR2143759.4","SPAdes-MetaBAT2-ERR2143760.5"
"group_2991","","hypothetical protein","4","4","1","34","18","","","","1325","1325","1325","KKNACEHJ_01393","OJEIIDGO_03043","EDDCBIGE_02067","KOKFBEGO_00582"
"group_2992","sasA_1","Adaptive-response sensory-kinase SasA","4","4","1","137","8","","","","1109","1109","1109","KKNACEHJ_01957","OJEIIDGO_00747","EDDCBIGE_03679","KOKFBEGO_03127"
"lysS","","Lysine--tRNA ligase","4","4","1","60","17","","","","1505","1505","1505","KKNACEHJ_01279","OJEIIDGO_00289","EDDCBIGE_01914","KOKFBEGO_03033"
"group_2994","","hypothetical protein","4","4","1","55","5","","","","935","935","935","KKNACEHJ_00949","OJEIIDGO_01056","EDDCBIGE_00287","KOKFBEGO_02010"
"mocA","","Molybdenum cofactor cytidylyltransferase","4","4","1","285","2","","","Investigate","608","608","608","KKNACEHJ_03177","OJEIIDGO_02447","EDDCBIGE_03712","KOKFBEGO_03742"
"mrcA_2","","Penicillin-binding protein 1A","4","4","1","126","4","","","","2387","2387","2387","KKNACEHJ_02517","OJEIIDGO_02059","EDDCBIGE_01842","KOKFBEGO_01700"
"group_2997","","hypothetical protein","4","4","1","54","14","","","","2618","2618","2618","KKNACEHJ_01626","OJEIIDGO_00325","EDDCBIGE_03465","KOKFBEGO_01244"
"apbE_2","","FAD:protein FMN transferase","4","4","1","12","12","","","","1058","1058","1058","KKNACEHJ_00408","OJEIIDGO_02555","EDDCBIGE_02302","KOKFBEGO_02160"
"birA","","Bifunctional ligase/repressor BirA","4","4","1","6","42","","","","770","770","770","KKNACEHJ_03365","OJEIIDGO_03077","EDDCBIGE_03347","KOKFBEGO_03300"
"group_30","","hypothetical protein","4","4","1","96","9","","","","353","2459","1003","KKNACEHJ_02712","OJEIIDGO_00787","EDDCBIGE_01328","KOKFBEGO_01936"
"group_300","iolG_11","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase","4","4","1","125","5","","","","1139","1202","1186","KKNACEHJ_00919","OJEIIDGO_01484","EDDCBIGE_01795","KOKFBEGO_02282"
"group_3000","","hypothetical protein","4","4","1","208","3","","","","944","944","944","KKNACEHJ_01360","OJEIIDGO_03955","EDDCBIGE_02918","KOKFBEGO_02850"
"group_3001","","hypothetical protein","4","4","1","48","23","","","","1247","1247","1247","KKNACEHJ_01943","OJEIIDGO_03489","EDDCBIGE_02425","KOKFBEGO_02791"
"group_3002","","hypothetical protein","4","4","1","101","8","","","","398","398","398","KKNACEHJ_00273","OJEIIDGO_00962","EDDCBIGE_01595","KOKFBEGO_01489"
"leuA_2","","2-isopropylmalate synthase","4","4","1","184","6","","","","1151","1151","1151","KKNACEHJ_00077","OJEIIDGO_01483","EDDCBIGE_03560","KOKFBEGO_03547"
"dinG","","3'-5' exonuclease DinG","4","4","1","42","5","","","","839","839","839","KKNACEHJ_00399","OJEIIDGO_03192","EDDCBIGE_02912","KOKFBEGO_01792"
"group_3005","asnB_2","Asparagine synthetase [glutamine-hydrolyzing] 1","4","4","1","157","6","","","","1904","1904","1904","KKNACEHJ_03820","OJEIIDGO_01549","EDDCBIGE_02434","KOKFBEGO_02719"
"rsmG","","Ribosomal RNA small subunit methyltransferase G","4","4","1","53","19","","","","629","629","629","KKNACEHJ_03118","OJEIIDGO_01426","EDDCBIGE_00393","KOKFBEGO_00329"
"group_3007","","hypothetical protein","4","4","1","57","12","","","","629","629","629","KKNACEHJ_01825","OJEIIDGO_03540","EDDCBIGE_01995","KOKFBEGO_01872"
"group_3008","","hypothetical protein","4","4","1","21","44","","","","830","830","830","KKNACEHJ_03617","OJEIIDGO_00940","EDDCBIGE_01163","KOKFBEGO_01837"
"group_3009","","hypothetical protein","4","4","1","144","7","","","","92","92","92","KKNACEHJ_02569","OJEIIDGO_03389","EDDCBIGE_03009","KOKFBEGO_02953"
"group_301","","hypothetical protein","4","4","1","125","6","","","","509","3650","2079","KKNACEHJ_00920","OJEIIDGO_02797","EDDCBIGE_01794","KOKFBEGO_03415"
"group_3010","","hypothetical protein","4","4","1","81","14","","","","224","224","224","KKNACEHJ_00659","OJEIIDGO_03490","EDDCBIGE_01019","KOKFBEGO_00952"
"group_3011","","hypothetical protein","4","4","1","222","5","","","","203","203","203","KKNACEHJ_02241","OJEIIDGO_02634","EDDCBIGE_03117","KOKFBEGO_03064"
"trmR_1","","tRNA 5-hydroxyuridine methyltransferase","4","4","1","70","11","","","","644","644","644","KKNACEHJ_02690","OJEIIDGO_00572","EDDCBIGE_01647","KOKFBEGO_01362"
"sigL","","ECF RNA polymerase sigma factor SigL","4","4","1","125","11","","","","575","575","575","KKNACEHJ_00922","OJEIIDGO_02795","EDDCBIGE_01792","KOKFBEGO_03417"
"group_3014","","Formylglycine-generating enzyme","4","4","1","73","7","","","","1241","1241","1241","KKNACEHJ_01148","OJEIIDGO_00803","EDDCBIGE_00989","KOKFBEGO_01070"
"group_3015","","hypothetical protein","4","4","1","95","7","","","","866","866","866","KKNACEHJ_02048","OJEIIDGO_03013","EDDCBIGE_00832","KOKFBEGO_03158"
"group_3016","acpP_1","Acyl carrier protein","4","4","1","32","2","","","","239","239","239","KKNACEHJ_01647","OJEIIDGO_04011","EDDCBIGE_01047","KOKFBEGO_00456"
"group_3017","","hypothetical protein","4","4","1","247","4","","","","464","464","464","KKNACEHJ_01559","OJEIIDGO_00623","EDDCBIGE_03579","KOKFBEGO_03774"
"group_3018","","hypothetical protein","4","4","1","5","4","","","","1064","1064","1064","KKNACEHJ_00471","OJEIIDGO_01984","EDDCBIGE_02360","KOKFBEGO_02263"
"uvrY_2","","Response regulator UvrY","4","4","1","234","5","","","","626","626","626","KKNACEHJ_02700","OJEIIDGO_02152","EDDCBIGE_03356","KOKFBEGO_03343"
"group_302","","hypothetical protein","4","4","1","125","10","","","","728","779","753","KKNACEHJ_00923","OJEIIDGO_02794","EDDCBIGE_01791","KOKFBEGO_03418"
"group_3020","","hypothetical protein","4","4","1","24","8","","","","1415","1415","1415","KKNACEHJ_00547","OJEIIDGO_00497","EDDCBIGE_03388","KOKFBEGO_01138"
"group_3021","","hypothetical protein","4","4","1","18","24","","","","632","632","632","KKNACEHJ_01859","OJEIIDGO_02837","EDDCBIGE_01670","KOKFBEGO_03401"
"group_3022","","hypothetical protein","4","4","1","103","6","","","","434","434","434","KKNACEHJ_01323","OJEIIDGO_01274","EDDCBIGE_01972","KOKFBEGO_01854"
"mlaE","","Intermembrane phospholipid transport system permease protein MlaE","4","4","1","87","9","","","","746","746","746","KKNACEHJ_03181","OJEIIDGO_00184","EDDCBIGE_01408","KOKFBEGO_02658"
"group_3024","","hypothetical protein","4","4","1","145","1","","","","509","509","509","KKNACEHJ_00847","OJEIIDGO_01195","EDDCBIGE_02419","KOKFBEGO_02475"
"group_3025","","hypothetical protein","4","4","1","70","10","","","","1196","1196","1196","KKNACEHJ_02689","OJEIIDGO_00571","EDDCBIGE_01648","KOKFBEGO_01361"
"group_3026","","hypothetical protein","4","4","1","11","8","","","","659","659","659","KKNACEHJ_02801","OJEIIDGO_01911","EDDCBIGE_00148","KOKFBEGO_00381"
"group_3027","","hypothetical protein","4","4","1","204","3","","","","572","572","572","KKNACEHJ_02869","OJEIIDGO_00419","EDDCBIGE_02744","KOKFBEGO_02537"
"group_3028","","hypothetical protein","4","4","1","107","12","","","","935","935","935","KKNACEHJ_00826","OJEIIDGO_02766","EDDCBIGE_01832","KOKFBEGO_01382"
"group_3029","","hypothetical protein","4","4","1","11","18","","","","1628","1628","1628","KKNACEHJ_02234","OJEIIDGO_01921","EDDCBIGE_00158","KOKFBEGO_00371"
"group_303","","TonB-dependent receptor P26","4","4","1","112","5","","","","2399","3203","2801","KKNACEHJ_00938","OJEIIDGO_03945","EDDCBIGE_02622","KOKFBEGO_00755"
"group_3030","patA_2","Peptidoglycan O-acetyltransferase","4","4","1","166","5","","","","1427","1427","1427","KKNACEHJ_03374","OJEIIDGO_01017","EDDCBIGE_02632","KOKFBEGO_03004"
"group_3031","","hypothetical protein","4","4","1","65","4","","","","197","197","197","KKNACEHJ_02878","OJEIIDGO_02525","EDDCBIGE_01450","KOKFBEGO_01404"
"group_3032","","hypothetical protein","4","4","1","109","6","","","","275","275","275","KKNACEHJ_03721","OJEIIDGO_03650","EDDCBIGE_01348","KOKFBEGO_03694"
"group_3033","","hypothetical protein","4","4","1","56","8","","","","710","710","710","KKNACEHJ_03432","OJEIIDGO_00990","EDDCBIGE_02204","KOKFBEGO_01110"
"trpS","","Tryptophan--tRNA ligase","4","4","1","11","46","","","","1013","1013","1013","KKNACEHJ_00625","OJEIIDGO_01245","EDDCBIGE_00175","KOKFBEGO_00650"
"sotB","","sugar efflux transporter","4","4","1","141","9","","","","1241","1241","1241","KKNACEHJ_00380","OJEIIDGO_03823","EDDCBIGE_03558","KOKFBEGO_03530"
"group_3036","","hypothetical protein","4","4","1","1","99","","","","521","521","521","KKNACEHJ_00772","OJEIIDGO_00736","EDDCBIGE_02252","KOKFBEGO_02246"
"araB","","Ribulokinase","4","4","1","64","12","","","","1634","1634","1634","KKNACEHJ_00487","OJEIIDGO_00299","EDDCBIGE_00880","KOKFBEGO_01184"
"trpA","","Tryptophan synthase alpha chain","4","4","1","122","5","","","","773","773","773","KKNACEHJ_02385","OJEIIDGO_02960","EDDCBIGE_03503","KOKFBEGO_02115"
"group_3039","","hypothetical protein","4","4","1","74","9","","","","665","665","665","KKNACEHJ_02817","OJEIIDGO_02432","EDDCBIGE_00845","KOKFBEGO_00794"
"group_304","","hypothetical protein","4","4","1","112","9","","","","1088","1472","1376","KKNACEHJ_00942","OJEIIDGO_03949","EDDCBIGE_02675","KOKFBEGO_00751"
"arsC_1","","Arsenate reductase","4","4","1","8","18","","","","743","743","743","KKNACEHJ_02366","OJEIIDGO_00578","EDDCBIGE_00629","KOKFBEGO_00052"
"kbp","","Potassium binding protein Kbp","4","4","1","90","13","","","","494","494","494","KKNACEHJ_00932","OJEIIDGO_00439","EDDCBIGE_02209","KOKFBEGO_02144"
"egtB_7","","Hercynine oxygenase","4","4","1","255","1","","","","899","899","899","KKNACEHJ_02583","OJEIIDGO_02892","EDDCBIGE_03471","KOKFBEGO_03553"
"group_3043","","hypothetical protein","4","4","1","19","36","","","","182","182","182","KKNACEHJ_00536","OJEIIDGO_00821","EDDCBIGE_00513","KOKFBEGO_00728"
"prsW","","Protease PrsW","4","4","1","99","3","","","","695","695","695","KKNACEHJ_01696","OJEIIDGO_00163","EDDCBIGE_02814","KOKFBEGO_02771"
"hemW","","Heme chaperone HemW","4","4","1","1","1","","","","1127","1127","1127","KKNACEHJ_03589","OJEIIDGO_00407","EDDCBIGE_01512","KOKFBEGO_00534"
"pat","","Peptidyl-lysine N-acetyltransferase Pat","4","4","1","8","10","","","","2669","2669","2669","KKNACEHJ_01714","OJEIIDGO_03933","EDDCBIGE_00825","KOKFBEGO_00087"
"group_3047","","hypothetical protein","4","4","1","35","14","","","","368","368","368","KKNACEHJ_00288","OJEIIDGO_00650","EDDCBIGE_03349","KOKFBEGO_02965"
"group_3048","","hypothetical protein","4","4","1","215","1","","","","413","413","413","KKNACEHJ_00596","OJEIIDGO_03558","EDDCBIGE_03552","KOKFBEGO_03392"
"group_3049","","hypothetical protein","4","4","1","80","8","","","","485","485","485","KKNACEHJ_00853","OJEIIDGO_03611","EDDCBIGE_02649","KOKFBEGO_01340"
"secD","","Protein translocase subunit SecD","4","4","1","112","12","","","","1901","3089","2792","KKNACEHJ_00945","OJEIIDGO_03952","EDDCBIGE_02672","KOKFBEGO_00748"
"group_3050","","hypothetical protein","4","4","1","130","11","","","","848","848","848","KKNACEHJ_00329","OJEIIDGO_02771","EDDCBIGE_02846","KOKFBEGO_03220"
"group_3051","pal_1","Peptidoglycan-associated lipoprotein","4","4","1","18","25","","","","848","848","848","KKNACEHJ_00338","OJEIIDGO_02841","EDDCBIGE_03001","KOKFBEGO_02978"
"ppk_1","","Polyphosphate kinase","4","4","1","12","13","","","","2096","2096","2096","KKNACEHJ_00409","OJEIIDGO_02556","EDDCBIGE_02301","KOKFBEGO_02161"
"group_3053","","hypothetical protein","4","4","1","55","7","","","","2432","2432","2432","KKNACEHJ_00951","OJEIIDGO_01058","EDDCBIGE_00285","KOKFBEGO_02218"
"group_3054","","hypothetical protein","4","4","1","9","21","","","","380","380","380","KKNACEHJ_03226","OJEIIDGO_02918","EDDCBIGE_00198","KOKFBEGO_00857"
"group_3055","","hypothetical protein","4","4","1","22","29","","","","488","488","488","KKNACEHJ_03573","OJEIIDGO_03227","EDDCBIGE_03438","KOKFBEGO_00602"
"group_3056","","TonB-dependent receptor P26","4","4","1","23","20","","","","3245","3245","3245","KKNACEHJ_01013","OJEIIDGO_02360","EDDCBIGE_01523","KOKFBEGO_02740"
"group_3057","","hypothetical protein","4","4","1","24","16","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1499","1499","1499","KKNACEHJ_00398","OJEIIDGO_03207","EDDCBIGE_03620","KOKFBEGO_03639"
"group_3058","","hypothetical protein","4","4","1","20","4","","","","671","671","671","KKNACEHJ_01217","OJEIIDGO_00207","EDDCBIGE_02598","KOKFBEGO_02590"
"lolD_2","","Lipoprotein-releasing system ATP-binding protein LolD","4","4","1","140","2","","","","674","674","674","KKNACEHJ_02579","OJEIIDGO_01839","EDDCBIGE_03090","KOKFBEGO_02973"
"group_3060","","hypothetical protein","4","4","1","29","18","","","","221","221","221","KKNACEHJ_00658","OJEIIDGO_03116","EDDCBIGE_01698","KOKFBEGO_03620"
"group_3061","","hypothetical protein","4","4","1","144","8","","","","872","872","872","KKNACEHJ_02568","OJEIIDGO_03388","EDDCBIGE_03010","KOKFBEGO_02952"
"bamA_3","","Outer membrane protein assembly factor BamA","4","4","1","57","16","","","","1433","1433","1433","KKNACEHJ_03507","OJEIIDGO_03546","EDDCBIGE_01801","KOKFBEGO_01707"
"group_3063","","hypothetical protein","4","4","1","162","1","","","","1976","1976","1976","KKNACEHJ_00157","OJEIIDGO_00936","EDDCBIGE_03143","KOKFBEGO_03094"
"group_3064","","hypothetical protein","4","4","1","5","24","","","","338","338","338","KKNACEHJ_03247","OJEIIDGO_02199","EDDCBIGE_03225","KOKFBEGO_02870"
"group_3065","","hypothetical protein","4","4","1","73","6","","","","977","977","977","KKNACEHJ_01149","OJEIIDGO_00804","EDDCBIGE_00990","KOKFBEGO_01071"
"ycgM","","putative protein YcgM","4","4","1","11","45","","","","674","674","674","KKNACEHJ_00624","OJEIIDGO_01246","EDDCBIGE_00176","KOKFBEGO_00649"
"group_3067","","hypothetical protein","4","4","1","103","2","","","","3623","3623","3623","KKNACEHJ_00067","OJEIIDGO_01278","EDDCBIGE_03276","KOKFBEGO_03171"
"btsR_2","","Transcriptional regulatory protein BtsR","4","4","1","62","12","","","","824","824","824","KKNACEHJ_01558","OJEIIDGO_01658","EDDCBIGE_01229","KOKFBEGO_01123"
"clpB1","","Chaperone protein ClpB 1","4","4","1","49","21","","","","2642","2642","2642","KKNACEHJ_00263","OJEIIDGO_02686","EDDCBIGE_01005","KOKFBEGO_01391"
"group_307","","hypothetical protein","4","4","1","55","10","","","","3248","6023","4635","KKNACEHJ_00954","OJEIIDGO_01061","EDDCBIGE_00282","KOKFBEGO_02221"
"group_3070","","hypothetical protein","4","4","1","166","4","","","","1217","1217","1217","KKNACEHJ_03375","OJEIIDGO_01016","EDDCBIGE_02633","KOKFBEGO_03005"
"aroK","","Shikimate kinase","4","4","1","11","17","","","","521","521","521","KKNACEHJ_02235","OJEIIDGO_01920","EDDCBIGE_00157","KOKFBEGO_00372"
"glpF","","Glycerol uptake facilitator protein","4","4","1","1","66","","","","800","800","800","KKNACEHJ_01524","OJEIIDGO_03248","EDDCBIGE_03176","KOKFBEGO_02516"
"group_3073","","hypothetical protein","4","4","1","14","34","","","","1001","1001","1001","KKNACEHJ_02607","OJEIIDGO_03026","EDDCBIGE_01192","KOKFBEGO_02753"
"group_3074","","hypothetical protein","4","4","1","37","19","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","386","386","386","KKNACEHJ_01008","OJEIIDGO_03695","EDDCBIGE_02588","KOKFBEGO_01924"
"scrK","","Fructokinase","4","4","1","17","33","","","","896","896","896","KKNACEHJ_03167","OJEIIDGO_02654","EDDCBIGE_00065","KOKFBEGO_01037"
"lpxH_1","","UDP-2,3-diacylglucosamine hydrolase","4","4","1","43","10","","","","845","845","845","KKNACEHJ_01269","OJEIIDGO_02334","EDDCBIGE_00368","KOKFBEGO_01497"
"group_3077","","hypothetical protein","4","4","1","83","3","","","","197","197","197","KKNACEHJ_01541","OJEIIDGO_01854","EDDCBIGE_01066","KOKFBEGO_02429"
"mshA_3","","D-inositol-3-phosphate glycosyltransferase","4","4","1","110","4","","","","1193","1193","1193","KKNACEHJ_00230","OJEIIDGO_02146","EDDCBIGE_01744","KOKFBEGO_01257"
"group_3079","","hypothetical protein","4","4","1","131","7","","","","1085","1085","1085","KKNACEHJ_03057","OJEIIDGO_00862","EDDCBIGE_02647","KOKFBEGO_01416"
"group_308","","hypothetical protein","4","4","1","55","16","","","","2015","2750","2198","KKNACEHJ_00960","OJEIIDGO_00391","EDDCBIGE_00276","KOKFBEGO_01604"
"group_3080","","hypothetical protein","4","4","1","229","3","","","","2381","2381","2381","KKNACEHJ_03253","OJEIIDGO_02876","EDDCBIGE_02370","KOKFBEGO_02318"
"pyrR_1","","Bifunctional protein pyrR","4","4","1","40","17","","","","548","548","548","KKNACEHJ_01740","OJEIIDGO_01196","EDDCBIGE_00714","KOKFBEGO_00413"
"group_3082","","hypothetical protein","4","4","1","69","2","","","","164","164","164","KKNACEHJ_00143","OJEIIDGO_01885","EDDCBIGE_02238","KOKFBEGO_03057"
"group_3083","","hypothetical protein","4","4","1","244","2","","","","173","173","173","KKNACEHJ_02977","OJEIIDGO_00834","EDDCBIGE_03186","KOKFBEGO_03077"
"pdxH_2","","Pyridoxine/pyridoxamine 5'-phosphate oxidase","4","4","1","31","7","","","","596","596","596","KKNACEHJ_02259","OJEIIDGO_03473","EDDCBIGE_00347","KOKFBEGO_00263"
"group_3085","","hypothetical protein","4","4","1","35","12","","","","230","230","230","KKNACEHJ_00290","OJEIIDGO_03171","EDDCBIGE_03351","KOKFBEGO_02967"
"group_3086","","Peroxiredoxin","4","4","1","41","9","","","","701","701","701","KKNACEHJ_02797","OJEIIDGO_00366","EDDCBIGE_02327","KOKFBEGO_02348"
"group_3087","","hypothetical protein","4","4","1","122","4","","","","548","548","548","KKNACEHJ_02384","OJEIIDGO_02959","EDDCBIGE_03502","KOKFBEGO_02116"
"mak","","Maltokinase","4","4","1","11","20","","","","1619","1619","1619","KKNACEHJ_00641","OJEIIDGO_01923","EDDCBIGE_00160","KOKFBEGO_00369"
"group_3089","","hypothetical protein","4","4","1","55","13","","","","392","392","392","KKNACEHJ_01894","OJEIIDGO_00394","EDDCBIGE_03390","KOKFBEGO_01607"
"group_3090","","IS66 family transposase ISPre3","4","4","1","8","9","","","","572","572","572","KKNACEHJ_01715","OJEIIDGO_01613","EDDCBIGE_03442","KOKFBEGO_00088"
"group_3091","","hypothetical protein","4","4","1","26","21","","","","812","812","812","KKNACEHJ_03451","OJEIIDGO_02619","EDDCBIGE_01706","KOKFBEGO_01887"
"group_3092","cpoB_5","Cell division coordinator CpoB","4","4","1","281","2","","","Investigate","2081","2081","2081","KKNACEHJ_00019","OJEIIDGO_00156","EDDCBIGE_03409","KOKFBEGO_03319"
"group_3093","","hypothetical protein","4","4","1","60","18","","","","332","332","332","KKNACEHJ_01278","OJEIIDGO_03345","EDDCBIGE_01913","KOKFBEGO_03034"
"rlmB_2","","23S rRNA (guanosine-2'-O-)-methyltransferase RlmB","4","4","1","187","2","","","","818","818","818","KKNACEHJ_03679","OJEIIDGO_00189","EDDCBIGE_03160","KOKFBEGO_03089"
"group_3095","","Cyclomaltodextrinase","4","4","1","19","11","","","","1403","1403","1403","KKNACEHJ_01071","OJEIIDGO_03550","EDDCBIGE_01534","KOKFBEGO_00709"
"recR","","Recombination protein RecR","4","4","1","169","4","","","","611","611","611","KKNACEHJ_02022","OJEIIDGO_03929","EDDCBIGE_02269","KOKFBEGO_02183"
"group_3097","","hypothetical protein","4","4","1","262","1","","","","2219","2219","2219","KKNACEHJ_02225","OJEIIDGO_03402","EDDCBIGE_03515","KOKFBEGO_03174"
"group_3098","","Pyridoxal phosphate homeostasis protein","4","4","1","19","4","","","","653","653","653","KKNACEHJ_00694","OJEIIDGO_00099","EDDCBIGE_01528","KOKFBEGO_00703"
"group_3099","","hypothetical protein","4","4","1","11","27","","","","776","776","776","KKNACEHJ_00634","OJEIIDGO_01930","EDDCBIGE_00167","KOKFBEGO_00362"
"group_31","","hypothetical protein","4","4","1","148","10","","","","398","953","689","KKNACEHJ_03812","OJEIIDGO_00607","EDDCBIGE_02897","KOKFBEGO_02892"
"ideR","","Iron-dependent repressor IdeR","4","4","1","153","8","","","","671","671","671","KKNACEHJ_01594","OJEIIDGO_03821","EDDCBIGE_02049","KOKFBEGO_02683"
"group_3101","","Monocarboxylate 2-oxoacid-binding periplasmic protein","4","4","1","286","2","","","Investigate","1115","1115","1115","KKNACEHJ_00716","OJEIIDGO_03679","EDDCBIGE_03652","KOKFBEGO_03678"
